,id,name,name_scientific,description,itis_id,wikipedia_id,wikipedia_id.1,picture_content_type,picture_file_size,picture_updated_at,legacy_id,food_group,food_subgroup,food_type,created_at,updated_at,creator_id,updater_id,export_to_afcdb,category,ncbi_taxonomy_id,export_to_foodb
556,558,Feijoa,Feijoa sellowiana,"Acca sellowiana, a species of flowering plant in the myrtle family, Myrtaceae, is native to the highlands of southern Brazil, eastern Paraguay, Uruguay, northern Argentina, and Colombia. It is widely cultivated as a garden plant and fruiting tree in New Zealand, and can be found as a garden plant elsewhere such as in Australia, Azerbaijan, western Georgia and southern Russia. Common names include feijoa, pineapple guava and guavasteen. It is an evergreen, perennial shrub or small tree, 1?7 metres (3.3?23.0 ft) in height, widely cultivated as a garden plant and fruiting tree.
The fruit, maturing in autumn, is green, ellipsoid, and about the size of a chicken egg. It has a sweet, aromatic flavor which tastes like pineapple, apple and mint. The flesh is juicy and is divided into a clear gelatinous seed pulp and a firmer, slightly granular, opaque flesh nearer the skin. The fruit falls to the ground when ripe and at its fullest flavor, but it may be picked from the tree prior to falling to prevent bruising.",506165.0,Feijoa,558.jpg,image/jpeg,3479.0,2012-04-20 09:39:31 UTC,585.0,Fruits,Tropical fruits,Type 1,2011-02-09 00:37:48 UTC,2017-03-20 21:26:32 UTC,,,False,specific,260130.0,True
557,559,Rowal,Pangium edule,"Pangium edule (Indonesian: keluak or keluwak; Malay: kepayang) is a tall tree native to the mangrove swamps of Southeast Asia (Indonesia, Malaysia and Papua New Guinea[2]). It produces a large poisonous fruit (the ""football fruit"") which can be made edible by fermentation.
The taxonomy of the tree is uncertain and it may also be classed in the Flacourtiaceae or the Violales.",837784.0,Rowal,559.jpg,image/jpeg,112355.0,2012-04-20 09:33:43 UTC,586.0,Herbs and Spices,Other seeds,Type 1,2011-02-09 00:37:48 UTC,2017-03-20 21:26:32 UTC,,,False,specific,112823.0,True
558,560,Jew's ear,Auricularia auricula-judae,"Auricularia auricula-judae, known as the Jew's ear, wood ear, jelly ear or by a number of other common names, is a species of edible Auriculariales fungus found worldwide. The fruiting body is distinguished by its noticeably ear-like shape and brown colouration; it grows upon wood, especially elder. Its specific epithet is derived from the belief that Judas Iscariot hanged himself from an elder tree; the common name ""Judas's ear"" eventually became ""Jew's ear"", while today ""jelly ear"" and other names are sometimes used. The fungus can be found throughout the year in temperate regions worldwide, where it grows upon both dead and living wood.
The fruit body of A. auricula-judae is normally 3 to 8 centimetres (1.2 to 3.1 in) across, but can be as much as 12 centimetres (4.7 in). It is distinctively shaped, typically being reminiscent of a floppy ear, though the fruit bodies can also be cup-shaped. It is normally attached to the substrate laterally and sometimes by a very short stalk. The species has a tough, gelatinous, elastic texture when fresh, but it dries hard and brittle. The outer surface is a bright reddish-tan-brown with a purplish hint, often covered in tiny, downy hairs of a grey colour. It can be smooth, as is typical of younger specimens, or undulating with folds and wrinkles. The colour becomes darker with age. The inner surface is a lighter grey-brown in colour and smooth. It is sometimes wrinkled, again with folds and wrinkles, and may have ""veins"", making it appear even more ear-like.",,Jew%27s_ear,560.jpg,image/jpeg,97463.0,2012-04-20 09:30:55 UTC,587.0,Vegetables,Mushrooms,Type 1,2011-02-09 00:37:48 UTC,2017-03-20 21:26:32 UTC,,,False,specific,29892.0,True
559,561,Common mushroom,Agaricus bisporus,"Agaricus bisporus���known variously when white as common mushroom, button mushroom, white mushroom, cultivated mushroom, table mushroom, champignon mushroom, crimini mushroom, when brown as Swiss brown mushroom, Roman brown mushroom, Italian brown, Italian mushroom, brown cap mushrooms, chestnut mushroom, and when mature as Portobello mushroom���is an edible basidiomycete mushroom native to grasslands in Europe and North America. Agaricus bisporus is cultivated in more than 70 countries and is one of the most commonly and widely consumed mushrooms in the world.",,Agaricus bisporus,561.jpg,image/jpeg,108582.0,2012-04-20 09:36:45 UTC,588.0,Vegetables,Mushrooms,Type 1,2011-02-09 00:37:48 UTC,2017-03-20 21:26:32 UTC,,,False,specific,5341.0,True
560,562,Shiitake,Lentinus edodes,"The Shiitake (Lentinula edodes) is an edible mushroom native to East Asia, which is cultivated and consumed in many Asian countries. It is a feature of many Asian cuisines. It is also considered a medicinal mushroom in some forms of traditional medicine.",,Shiitake,562.jpg,image/jpeg,97773.0,2012-04-20 09:38:10 UTC,589.0,Vegetables,Mushrooms,Type 1,2011-02-09 00:37:48 UTC,2017-03-20 21:26:32 UTC,,,False,specific,5353.0,True
563,565,Enokitake,Flammulina velutipes,"Enokitake is a long, thin white mushroom used in East Asian cuisine (such as that of China, Japan and Korea). These mushrooms are cultivars of Flammulina velutipes, also known by the name, golden needle mushroom or lily mushroom. Wild forms differing in color, texture, and sliminess are called winter mushrooms, velvet foot or velvet stem, amongst other names.
This mushroom is available fresh or canned, with experts recommending fresh enoki specimens with firm, white, shiny caps, rather than those with slimy or brownish stalks that are best avoided.[citation needed] It is traditionally used for soups, but can also be used for salads and other dishes. The mushroom has a crisp texture and can be refrigerated for approximately one week.",,Enokitake,565.jpg,image/jpeg,33470.0,2012-04-20 09:36:19 UTC,592.0,Vegetables,Mushrooms,Type 1,2011-02-09 00:37:48 UTC,2017-03-20 21:26:32 UTC,,,False,specific,38945.0,True
564,566,Epazote,Dysphania ambrosioides,"Epazote, wormseed, Jesuit's tea, Mexican tea, Paico or Herba Sancti Mari�_ (Dysphania ambrosioides, formerly Chenopodium ambrosioides) is an herb native to Central America, South America, and southern Mexico.
Epazote is used as a leaf vegetable, an herb and an herbal tea for its pungent flavor. Raw, it has a resinous, medicinal pungency, similar to anise, fennel, or even tarragon, but stronger. Epazote's fragrance is strong but difficult to describe. A common analogy is to turpentine or creosote. It has also been compared to citrus, savory, or mint.",822812.0,Epazote,566.jpg,image/jpeg,45511.0,2012-04-20 09:36:00 UTC,593.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:48 UTC,2017-03-20 21:26:32 UTC,,,False,specific,330163.0,True
565,567,Oyster mushroom,Pleurotus ostreatus,"Pleurotus is a genus of gilled mushrooms which includes one of the most widely eaten mushrooms, P. ostreatus. Species of Pleurotus may be called oyster, abalone, or tree mushrooms, and are some of the most commonly cultivated edible mushrooms in the world. Pleurotus fungi have been used in mycoremediation of pollutants such as petroleum and polycyclic aromatic hydrocarbons.
The caps may be laterally attached (with no stem). If there is a stem, it is normally eccentric and the gills are decurrent along it. The term pleurotoid is used for mushrooms having this general shape.
The spores are smooth and elongated (described as ""cylindrical""). Where hyphae meet, they are joined by clamp connections. Pleurotus is not considered to be a bracket fungus, and most of the species are monomitic (with a soft consistency). However, remarkably, Pleurotus dryinus can sometimes be dimitic, meaning that it has additional skeletal hyphae, which give it a tougher consistency like bracket fungi.",,Oyster_mushroom,567.jpg,image/jpeg,67570.0,2012-04-20 09:40:11 UTC,594.0,Vegetables,Mushrooms,Type 1,2011-02-09 00:37:48 UTC,2017-03-20 21:26:32 UTC,,,False,specific,5322.0,True
566,568,Cloud ear fungus,Auricularia polytricha,"Cloud ear fungus (Auricularia polytricha, syn. Hirneola polytricha) is an edible jelly fungus. It is gray-brown in color and often used in Asian cooking.
Fruit body resupinate or pileate, loosely attached, laterally and sometimes by a very short stalk, elastic, gelatinous; sterile surface dark yellowish brown to dark brown with greyish brown bands, hairy, silky. Hymenium smooth, or wrinkled, pale brown to dark brown to blakish brown with a whitish boom. Hairs thick-walled, up to 0.6mm long. Basidia cylindrical, hyaline, 3-septate, 46-60 � 4-5.5?m with 1-3 lateral sterigmata; sterigmata 9-15 � 1.5-12?m. spores, hyaline, reniform to allantoid, 13-16 � 4-5.5?m, guttulate.",,Cloud_ear_fungus,568.jpg,image/jpeg,124801.0,2012-04-20 09:30:07 UTC,595.0,Vegetables,Mushrooms,Type 1,2011-02-09 00:37:49 UTC,2017-03-20 21:26:32 UTC,,,False,specific,29893.0,True
567,569,Maitake,Grifola frondosa,"Grifola frondosa is a polypore mushroom that grows in clusters at the base of trees, particularly oaks. The mushroom is commonly known among English speakers as hen-of-the-woods, ram's head and sheep's head. In the United States' supplement market, as well as in Asian grocery stores, the mushroom is known by its Japanese name maitake, which means ""dancing mushroom"". Throughout Italian American communities in the northeastern United States, it is commonly known as the signorina mushroom. G. frondosa should not be confused with Laetiporus sulphureus, another edible bracket fungus that is commonly called chicken of the woods or ""sulphur shelf"". The fungus becomes inedible like all polypores when they are older, because it is too tough to eat.
G. frondosa grows from an underground tuber-like structure known as a sclerotium, about the size of a potato. The fruiting body, occurring as large as 100 cm, is a cluster consisting of multiple grayish-brown caps which are often curled or spoon-shaped, with wavy margins and 2?7 cm broad. The undersurface of each cap bears approximately one to three pores per millimeter, with the tubes rarely deeper than 3 mm. The milky-white stipe (stalk) has a branchy structure and becomes tough as the mushroom matures.
In Japan, the Maitake can grow to more than 50 pounds (20 kilograms), earning this giant mushroom the title ""King of Mushrooms"". Maitake is one of the major culinary mushrooms used in Japan, the others being shiitake, shimeji and enoki. They are used in a wide variety of dishes, often being a key ingredient in nabemono or cooked in foil with butter.",,Maitake,569.jpg,image/jpeg,67650.0,2012-04-20 09:42:40 UTC,596.0,Vegetables,Mushrooms,Type 1,2011-02-09 00:37:49 UTC,2017-03-20 21:26:32 UTC,,,False,specific,5627.0,True
568,570,Ostrich fern,Matteuccia struthiopteris,"Matteuccia struthiopteris (common names ostrich fern or shuttlecock fern) is a crown-forming, colony-forming fern, occurring in temperate regions of the Northern Hemisphere in eastern and northern Europe, northern Asia and northern North America. The species epithet struthiopteris comes from Ancient Greek words, struthio meaning ostrich and pterion meaning wing.
It grows from a completely vertical crown, favoring riverbanks and sandbars, but sends out lateral stolons to form new crowns. It thus can form dense colonies resistant to destruction by floodwaters.
The fronds are dimorphic, with the deciduous green sterile fronds being almost vertical, 100?170 cm (39?67 in) tall and 20?35 cm (7.9?13.8 in) broad, long-tapering to the base but short-tapering to the tip, so that they resemble ostrich plumes, hence the name. The fertile fronds are shorter, 40?60 cm (16?24 in) long, brown when ripe, with highly modified and constricted leaf tissue curled over the sporangia; they develop in autumn, persist erect over the winter and release the spores in early spring.
Matteuccia species are used as food plants by the larvae of some Lepidoptera species including Sthenopis auratus.",17596.0,Ostrich_fern,570.jpg,image/jpeg,84015.0,2012-04-23 10:43:12 UTC,597.0,Vegetables,Leaf vegetables,Type 1,2011-02-09 00:37:49 UTC,2017-03-20 21:26:32 UTC,,2.0,False,specific,3277.0,True
